GeneSymbol	GeneId	EvidenceCode	Comments	isNegative	ExternalDatabase	DatabaseLink	Phenotypes
SCN5A	6331	TAS	{Sudden infant death syndrome, susceptibility to}		OMIM	272120	sudden infant death syndrome
TRPS1	7227	TAS	Trichorhinophalangeal syndrome, type III		OMIM	190351	Sugio-Kaji syndrome
SUOX	6821	TAS	Sulfite oxidase deficiency		OMIM	272300	Sulfite oxidase deficiency
ELN	2006	TAS	Supravalvar aortic stenosis		OMIM	185500	supravalvular aortic stenosis
GDF5	8200	TAS	Symphalangism, proximal		OMIM	185800	syndactyly
NOG	9241	TAS	Symphalangism, proximal		OMIM	185800	syndactyly
HOXD13	3239	TAS	Syndactyly, type V		OMIM	186300	syndactyly
GJA1	2697	TAS	Syndactyly, type III		OMIM	186100	syndactyly
LMBR1	64327	TAS	Syndactyly, type IV		OMIM	186200	syndactyly
STAT4	6775	TAS	{Systemic lupus erythematosus, susceptitbility to, 11}		OMIM	612253	systemic lupus erythematosus
DNASE1	1773	TAS	{Systemic lupus erythematosus, susceptibility to}		OMIM	152700	systemic lupus erythematosus
PTPN22	26191	TAS	{Systemic lupus erythematosus susceptibility to}		OMIM	152700	systemic lupus erythematosus
FCGR2B	2213	TAS	{Systemic lupus erythematosus, susceptibility to}		OMIM	152700	systemic lupus erythematosus
TREX1	11277	TAS	{Systemic lupus erythematosus, susceptibility to}		OMIM	152700	systemic lupus erythematosus
BANK1	55024	TAS	{Systemic lupus erythematosus, association with}		OMIM	152700	systemic lupus erythematosus
C4A	720	TAS	?Systemic lupus erythematosus, susceptibility to or protection against}		OMIM	152700	systemic lupus erythematosus
CR2	1380	TAS	{Systemic lupus erythematosus, susceptibility to, 9}		OMIM	610927	systemic lupus erythematosus
TLR5	7100	TAS	{Systemic lupus erythematosus, resistance to}; {Systemic lupus erythematosus, susceptibility to, 1}		OMIM	601744	systemic lupus erythematosus
DNASE1L3	1776	TAS	Systemic lupus erythematosus 16		OMIM	614420	systemic lupus erythematosus
PDCD1	5133	TAS	{Systemic lupus erythematosus, susceptibility to, 2}		OMIM	605218	systemic lupus erythematosus
SLC22A5	6584	TAS	Carnitine deficiency, systemic primary		OMIM	212140	systemic primary carnitine deficiency disease
NFKBIA	4792	TAS	Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency		OMIM	612132	T lymphocyte deficiency;ectodermal dysplasia
ABCA1	19	TAS	Tangier disease		OMIM	205400	Tangier disease
HEXA	3073	TAS	GM2-gangliosidosis, several forms; Tay-Sachs disease; [Hex A pseudodeficiency]		OMIM	272800	Tay-Sachs disease
GM2A	2760	TAS	GM2-gangliosidosis, AB variant		OMIM	272750	Tay-Sachs disease AB variant
LGI1	9211	TAS	Epilepsy, familial temporal lobe, 1		OMIM	600512	temporal lobe epilepsy
CPA6	57094	TAS	Epilepsy, familial temporal lobe, 5		OMIM	614417	temporal lobe epilepsy
STK11	6794	TAS	Testicular tumor, sporadic		OMIM	273300	testicular cancer;seminoma;testicular germ cell cancer
FGFR3	2261	TAS	Spermatocytic seminoma, somatic		OMIM	273300	testicular cancer;seminoma;testicular germ cell cancer
KIT	3815	TAS	Germ cell tumors		OMIM	273300	testicular cancer;seminoma;testicular germ cell cancer
TBX1	6899	TAS	Tetralogy of Fallot		OMIM	187500	tetralogy of Fallot
JAG1	182	TAS	Tetralogy of Fallot		OMIM	187500	tetralogy of Fallot
GDF1	2657	TAS	Tetralogy of Fallot		OMIM	187500	tetralogy of Fallot
NKX2-5	1482	TAS	Tetrology of Fallot		OMIM	187500	tetralogy of Fallot
GATA6	2627	TAS	Tetralogy of Fallot		OMIM	187500	tetralogy of Fallot
ZFPM2	23414	TAS	Tetralogy of Fallot		OMIM	187500	tetralogy of Fallot
HBB	3043	TAS	Delta-beta thalassemia; Hereditary persistence of fetal hemoglobin		OMIM	141749	thalassemia
HBG2	3048	TAS	Fetal hemoglobin quantitative trait locus 1		OMIM	141749	thalassemia
HBG1	3047	TAS	Fetal hemoglobin quantitative trait locus 1		OMIM	141749	thalassemia
HBB	3043	TAS	Thalassemias, beta-		OMIM	613985	thalassemia
HBA2	3040	TAS	Thalassemia, alpha-		OMIM	604131	thalassemia
HBA1	3039	TAS	Thalassemias, alpha-		OMIM	604131	thalassemia
FGFR3	2261	TAS	Thanatophoric dysplasia, type II		OMIM	187601	thanatophoric dysplasia
FGFR3	2261	TAS	Thanatophoric dysplasia, type I		OMIM	187600	thanatophoric dysplasia
SLC19A2	10560	TAS	Thiamine-responsive megaloblastic anemia syndrome		OMIM	249270	Thiamine-responsive megaloblastic anemia
CLCN1	1180	TAS	Myotonia congenita, dominant		OMIM	160800	Thomsen disease
CLCN1	1180	TAS	Myotonia congenita, recessive		OMIM	255700	Thomsen disease
MYH11	4629	TAS	Aortic aneurysm, familial thoracic 4		OMIM	132900	thoracic aortic aneurysm
ACTA2	59	TAS	Aortic aneurysm, familial thoracic 6		OMIM	611788	thoracic aortic aneurysm
WAS	7454	TAS	Thrombocytopenia, X-linked; Thrombocytopenia, X-linked, intermittent		OMIM	313900	thrombocytopenia
MPL	4352	TAS	Thrombocytopenia, congenital amegakaryocytic		OMIM	604498	thrombocytopenia
MASTL	84930	TAS	Thrombocytopenia-2		OMIM	188000	thrombocytopenia
ANKRD26	22852	TAS	Thrombocytopenia 2		OMIM	188000	thrombocytopenia
CYCS	54205	TAS	Thrombocytopenia 4		OMIM	612004	thrombocytopenia
GATA1	2623	TAS	Thrombocytopenia, X-linked, with or without dyserythropoietic anemia		OMIM	300367	thrombocytopenia
GATA1	2623	TAS	Thrombocytopenia with beta-thalassemia, X-linked		OMIM	314050	Thrombocytopenia
RBM8A	9939	TAS	Thrombocytopenia-absent radius syndrome		OMIM	274000	thrombocytopenia-absent radius syndrome
MPL	4352	TAS	Thrombocythemia 2		OMIM	601977	thrombocytosis
JAK2	3717	TAS	Thrombocythemia 3		OMIM	614521	thrombocytosis
HRG	3273	TAS	Thrombophilia due to HRG deficiency; Thrombophilia due to elevated HRG		OMIM	613116	thrombophilia
F5	2153	TAS	Thrombophilia due to activated protein C resistance; {Thrombophilia, susceptibility to, due to factor V Leiden}		OMIM	188055	thrombophilia
SERPIND1	3053	TAS	Thrombophilia due to heparin cofactor II deficiency		OMIM	612356	thrombophilia
PLAT	5327	TAS	Hyperfibrinolysis, familial, due to increased release of PLAT; Thrombophilia, familial, due to decreased release of PLAT		OMIM	612348	thrombophilia
F9	2158	TAS	Thrombophilia, X-linked, due to factor IX defect; {Deep venous thrombosis, protection against}		OMIM	300807	thrombophilia
F13A1	2162	TAS	{Venous thrombosis, protection against}		OMIM	188050	thrombophilia
F2	2147	TAS	Thrombophilia due to thrombin defect		OMIM	188050	thrombophilia
HABP2	3026	TAS	{Venous thromboembolism, susceptibility to}		OMIM	188050	thrombophilia
MTHFR	4524	TAS	{Thromboembolism, susceptibility to}		OMIM	188050	thrombophilia
THBD	7056	TAS	Thrombophilia due to thrombomodulin defect		OMIM	614486	thrombophilia
ADAMTS13	11093	TAS	Thrombotic thrombocytopenic purpura, familial		OMIM	274150	thrombotic thrombocytopenic purpura
THRB	7068	TAS	Thyroid hormone resistance, selective pituitary		OMIM	145650	thyroid hormone resistance syndrome
THRB	7068	TAS	Thyroid hormone resistance, autosomal recessive		OMIM	274300	thyroid hormone resistance syndrome
THRB	7068	TAS	Thyroid hormone resistance		OMIM	188570	thyroid hormone resistance syndrome
NDUFA13	51079	TAS	{Thyroid carcinoma, Hurthle cell}		OMIM	607464	thyroid hurthle cell carcinoma
MSX1	4487	TAS	Tooth agenesis, selective, 1, with or without orofacial cleft		OMIM	106600	tooth agenesis
PAX9	5083	TAS	Tooth agenesis, selective, 3		OMIM	604625	tooth agenesis
LTBP3	4054	TAS	Tooth agenesis, selective, 6		OMIM	613097	tooth agenesis
EDA	1896	TAS	Tooth agenesis, selective, X-linked 1		OMIM	313500	tooth agenesis
WNT10A	80326	TAS	Tooth agenesis, selective, 4		OMIM	150400	tooth agenesis
MSX1	4487	TAS	Ectodermal dysplasia 3, Witkop type		OMIM	189500	tooth and nail syndrome
CFC1	55997	TAS	Transposition of the great arteries, dextro-looped 2		OMIM	613853	Transposition of the great arteries
MED13L	23389	TAS	Transposition of the great arteries, dextro-looped 1		OMIM	608808	Transposition of the great arteries
TTR	7276	TAS	Amyloidosis, hereditary, transthyretin-related		OMIM	105210	transthyretin amyloidosis
TCOF1	6949	TAS	Treacher Collins syndrome 1		OMIM	154500	Treacher Collins syndrome
POLR1D	51082	TAS	Treacher Collins syndrome 2		OMIM	613717	Treacher Collins syndrome
EFTUD2	9343	TAS	Mandibulofacial dysostosis, Guion-Almeida type		OMIM	610536	Treacher Collins syndrome
POLR1C	9533	TAS	Treacher Collins syndrome 3		OMIM	248390	Treacher Collins syndrome
FUS	2521	TAS	Tremor, hereditary essential, 4		OMIM	614782	Tremor
TRPS1	7227	TAS	Trichorhinophalangeal syndrome, type I		OMIM	190350	trichorhinophalangeal syndrome type I
SLITRK1	114798	TAS	Trichotillomania		OMIM	613229	trichotillomania
FREM1	158326	TAS	Trigonocephaly 2		OMIM	614485	Trigonocephaly
FGFR1	2260	TAS	Trigonocephaly 1		OMIM	190440	Trigonocephaly
RB1	5925	TAS	Retinoblastoma; Retinoblastoma, trilateral		OMIM	180200	trilateral retinoblastoma;retinoblastoma
FMO3	2328	TAS	Trimethylaminuria		OMIM	602079	Trimethylaminuria
AAAS	8086	TAS	Achalasia-addisonianism-alacrimia syndrome		OMIM	231550	triple-A syndrome
INPP5E	56623	TAS	Mental retardation, truncal obesity, retinal dystrophy, and micropenis		OMIM	610156	Truncal obesity;Retinal dystrophy;Micropenis;intellectual disability
CISH	1154	TAS	{Tuberculosis, susceptibility to}		OMIM	607948	tuberculosis
SP110	3431	TAS	{Mycobacterium tuberculosis, susceptibility to}		OMIM	607948	tuberculosis
CCL2	6347	TAS	{Mycobacterium tuberculosis, susceptibility to}		OMIM	607948	tuberculosis
SLC11A1	6556	TAS	{Mycobacterium tuberculosis, susceptibility to infection by}		OMIM	607948	tuberculosis
CD209	30835	TAS	{Mycobacterium tuberculosis, susceptibility to}		OMIM	607948	tuberculosis
IFNGR1	3459	TAS	{Tuberculosis, susceptibility to}		OMIM	607948	tuberculosis
IFNG	3458	TAS	{Tuberculosis, protection against}		OMIM	607948	tuberculosis
TIRAP	114609	TAS	{Tuberculosis, protection against}		OMIM	607948	tuberculosis
IRGM	345611	TAS	{Mycobacterium tuberculosis, protection against}		OMIM	607948	tuberculosis
MC3R	4159	TAS	{Mycobacterium tuberculosis, protection against}		OMIM	607948	tuberculosis
TSC1	7248	TAS	Tuberous sclerosis-1		OMIM	191100	tuberous sclerosis
IFNG	3458	TAS	{TSC2 angiomyolipomas, renal, modifier of}		OMIM	613254	tuberous sclerosis
TSC2	7249	TAS	Tuberous sclerosis-2		OMIM	613254	tuberous sclerosis
PTPN22	26191	TAS	{Diabetes, type 1, susceptibility to}		OMIM	222100	type 1 diabetes mellitus
HNF1A	6927	TAS	{Diabetes mellitus, insulin-dependent}		OMIM	222100	type 1 diabetes mellitus
ITPR3	3710	TAS	{Diabetes, type 1, susceptibility to}		OMIM	222100	type 1 diabetes mellitus
OAS1	4938	TAS	{Diabetes mellitus, type 1, susceptibility to}		OMIM	222100	type 1 diabetes mellitus
FOXP3	50943	TAS	{Diabetes mellitus, type I, susceptibility to}		OMIM	222100	type 1 diabetes mellitus
GPD2	2820	TAS	{Diabetes, type 2, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
PAX4	5078	TAS	Diabetes mellitus, type 2		OMIM	125853	type 2 diabetes mellitus
GCK	2645	TAS	Diabetes mellitus, noninsulin-dependent, late onset		OMIM	125853	type 2 diabetes mellitus
SLC2A4	6517	TAS	{Diabetes mellitus, noninsulin-dependent}		OMIM	125853	type 2 diabetes mellitus
IRS1	3667	TAS	{Diabetes mellitus, noninsulin-dependent}		OMIM	125853	type 2 diabetes mellitus
WFS1	7466	TAS	{Diabetes mellitus, noninsulin-dependent, association with}		OMIM	125853	type 2 diabetes mellitus
IRS2	8660	TAS	{Diabetes mellitus, noninsulin-dependent}		OMIM	125853	type 2 diabetes mellitus
TCF7L2	6934	TAS	{Diabetes mellitus, type 2, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
IGF2BP2	10644	TAS	{Diabetes mellitus, noninsulin-dependent, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
LIPC	3990	TAS	{Diabetes mellitus, noninsulin-dependent}		OMIM	125853	type 2 diabetes mellitus
HNF4A	3172	TAS	{Diabetes mellitus, noninsulin-dependent}		OMIM	125853	type 2 diabetes mellitus
SLC30A8	169026	TAS	{Diabetes mellitus, noninsulin-dependent, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
HNF1B	6928	TAS	Diabetes mellitus, noninsulin-dependent		OMIM	125853	type 2 diabetes mellitus
HNF1A	6927	TAS	{Diabetes mellitus, noninsulin-dependent, 2}		OMIM	125853	type 2 diabetes mellitus
IL6	3569	TAS	{Diabetes, susceptibility to}, 222100		OMIM	125853	type 2 diabetes mellitus
PPARG	5468	TAS	{Diabetes, type 2}		OMIM	125853	type 2 diabetes mellitus
MAPK8IP1	9479	TAS	{Diabetes mellitus, noninsulin-dependent}		OMIM	125853	type 2 diabetes mellitus
ENPP1	5167	TAS	{Diabetes mellitus, non-insulin-dependent, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
HMGA1	3159	TAS	{Diabetes mellitus, noninsulin-dependent, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
PTPN1	5770	TAS	{Insulin resistance, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
AKT2	208	TAS	Diabetes mellitus, type II		OMIM	125853	type 2 diabetes mellitus
RETN	56729	TAS	{Diabetes mellitus, noninsulin-dependent, susceptibility to}; {Hypertension, insulin resistance-related, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
PDX1	3651	TAS	{Diabetes mellitus, type II, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
MTNR1B	4544	TAS	{Diabetes mellitus, type 2, susceptiblity to}		OMIM	125853	type 2 diabetes mellitus
ABCC8	6833	TAS	Diabetes mellitus, noninsulin-dependent		OMIM	125853	type 2 diabetes mellitus
KCNJ11	3767	TAS	{Diabetes mellitus, type 2, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
CDKAL1	54901	TAS	{Diabetes mellitus, noninsulin-dependent, susceptibility to}		OMIM	125853	type 2 diabetes mellitus
GCGR	2642	TAS	{Diabetes mellitus, noninsulin-dependent}		OMIM	125853	type 2 diabetes mellitus
NEUROD1	4760	TAS	{Diabetes mellitus, noninsulin-dependent}		OMIM	125853	type 2 diabetes mellitus
COL1A1	1277	TAS	Ehlers-Danlos syndrome, type I		OMIM	130000	type I Ehlers-Danlos syndrome
COL5A1	1289	TAS	Ehlers-Danlos syndrome, type I		OMIM	130000	type I Ehlers-Danlos syndrome
COL5A2	1290	TAS	Ehlers-Danlos syndrome, type I		OMIM	130000	type I Ehlers-Danlos syndrome
TNXB	7148	TAS	Ehlers-Danlos syndrome, autosomal dominant, hypermobility type		OMIM	130020	type III Ehlers-Danlos syndrome
COL3A1	1281	TAS	Ehlers-Danlos syndrome, type III		OMIM	130020	type III Ehlers-Danlos syndrome
ZNF469	84627	TAS	Brittle cornea syndrome		OMIM	229200	type VI Ehlers-Danlos syndrome
PRDM5	11107	TAS	Brittle cornea syndrome 2		OMIM	614170	type VI Ehlers-Danlos syndrome
FAH	2184	TAS	Tyrosinemia, type I		OMIM	276700	tyrosinemia type I
TAT	6898	TAS	Tyrosinemia, type II		OMIM	276600	tyrosinemia type II
HPD	3242	TAS	Tyrosinemia, type III		OMIM	276710	tyrosinemia type III
COL6A3	1293	TAS	Ullrich congenital muscular dystrophy		OMIM	254090	Ullrich congenital muscular dystrophy
COL6A2	1292	TAS	Ullrich congenital muscular dystrophy		OMIM	254090	Ullrich congenital muscular dystrophy
COL6A1	1291	TAS	Ullrich congenital muscular dystrophy		OMIM	254090	Ullrich congenital muscular dystrophy
CSTB	1476	TAS	Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)		OMIM	254800	Unverricht-Lundborg syndrome
HRAS	3265	TAS	{Bladder cancer, somatic}		OMIM	109800	urinary bladder cancer
FGFR3	2261	TAS	Bladder cancer, somatic		OMIM	109800	urinary bladder cancer
TACC3	10460	TAS	{?Bladder cancer susceptibility}		OMIM	109800	urinary bladder cancer
KRAS	3845	TAS	Bladder cancer, somatic		OMIM	109800	urinary bladder cancer
RB1	5925	TAS	Bladder cancer, somatic		OMIM	109800	urinary bladder cancer
KIT	3815	TAS	Mast cell disease		OMIM	154800	urticaria pigmentosa;mastocytosis
MYO7A	4647	TAS	Usher syndrome, type 1B		OMIM	276900	Usher syndrome
DFNB31	25861	TAS	Usher syndrome, type 2D		OMIM	611383	Usher syndrome
USH1C	10083	TAS	Usher syndrome, type 1C		OMIM	276904	Usher syndrome
USH1G	124590	TAS	Usher syndrome, type 1G		OMIM	606943	Usher syndrome
HARS	3035	TAS	Usher syndrome type 3B		OMIM	614504	Usher syndrome
CIB2	10518	TAS	Usher syndrome, type IJ		OMIM	614869	Usher syndrome
PDZD7	79955	TAS	Usher syndrome, type IIC, GPR98/PDZD7 digenic		OMIM	605472	Usher syndrome
GPR98	84059	TAS	Usher syndrome, type 2C; Usher syndrome, type 2C, GPR98/PDZD7 digenic		OMIM	605472	Usher syndrome
CLRN1	7401	TAS	Usher syndrome, type 3A		OMIM	276902	Usher syndrome
PCDH15	65217	TAS	Usher syndrome, type 1D/F digenic		OMIM	601067	Usher syndrome
CDH23	64072	TAS	Usher syndrome, type 1D; Usher syndrome, type 1D/F digenic		OMIM	601067	Usher syndrome
PCDH15	65217	TAS	Usher syndrome, type 1F		OMIM	602083	Usher syndrome
PDZD7	79955	TAS	{Retinal disease in Usher syndrome type IIA, modifier of}		OMIM	276901	Usher syndrome
USH2A	7399	TAS	Usher syndrome, type 2A		OMIM	276901	Usher syndrome
HMGA2	8091	TAS	Leiomyoma, uterine, somatic		OMIM	150699	uterine fibroid
HOXD13	3239	TAS	VACTERL association		OMIM	192350	VACTERL association
ZIC3	7547	TAS	VACTERL association, X-linked		OMIM	314390	VACTERL association
PTEN	5728	TAS	VATER association with macrocephaly and ventriculomegaly		OMIM	276950	VACTERL association
HFE	3077	TAS	{Porphyria variegata, susceptibility to}		OMIM	176200	variegate porphyria
PPOX	5498	TAS	Porphyria variegata		OMIM	176200	variegate porphyria
TBX1	6899	TAS	Velocardiofacial syndrome		OMIM	192430	velocardiofacial syndrome
SCN5A	6331	TAS	Ventricular fibrillation, familial, 1		OMIM	603829	Ventricular fibrillation
DPP6	1804	TAS	Ventricular fibrillation, paroxysmal familial, 2		OMIM	612956	Ventricular fibrillation
GATA4	2626	TAS	Ventricular septal defect 1		OMIM	614429	ventricular septal defect
NKX2-5	1482	TAS	Ventricular septal defect 3		OMIM	614432	ventricular septal defect
CITED2	10370	TAS	Ventricular septal defect 2		OMIM	614431	ventricular septal defect
CASQ2	845	TAS	Ventricular tachycardia, catecholaminergic polymorphic, 2		OMIM	611938	Ventricular tachycardia
GNAI2	2771	TAS	Ventricular tachycardia, idiopathic		OMIM	192605	Ventricular tachycardia
CALM1	801	TAS	Ventricular tachycardia, catecholaminergic polymorphic, 4		OMIM	614916	Ventricular tachycardia
RYR2	6262	TAS	Ventricular tachycardia, catecholaminergic polymorphic, 1		OMIM	604772	Ventricular tachycardia
ROBO2	6092	TAS	Vesicoureteral reflux 2		OMIM	610878	vesicoureteral reflux
SOX17	64321	TAS	Vesicoureteral reflux 3		OMIM	613674	vesicoureteral reflux
HTR1A	3350	TAS	Periodic fever, menstrual cycle dependent		OMIM	614674	vesicoureteral reflux
ACVR2B	93	TAS	Heterotaxy, visceral, 4, autosomal		OMIM	613751	visceral heterotaxy
CFC1	55997	TAS	Heterotaxy, visceral, 2, autosomal		OMIM	605376	visceral heterotaxy
ZIC3	7547	TAS	Congenital heart defects, nonsyndromic, 1, X-linked; Heterotaxy, visceral, 1, X-linke		OMIM	306955	visceral heterotaxy
BCMO1	53630	TAS	Hypercarotenemia and vitamin A deficiency, autosomal dominant		OMIM	115300	vitamin A deficiency;carotenemia
BEST1	7439	TAS	Best macular dystrophy		OMIM	153700	vitelliform macular dystrophy
BEST1	7439	TAS	Vitelliform macular dystrophy, adult-onset		OMIM	608161	vitelliform macular dystrophy
PRPH2	5961	TAS	Foveomacular dystrophy, adult-onset, with choroidal neovascularization; Macular dystrophy, vitelliform		OMIM	608161	vitelliform macular dystrophy
KCNJ13	3769	TAS	Snowflake vitreoretinal degeneration		OMIM	193230	Vitreoretinal degeneration
CCND1	595	TAS	{von Hippel-Lindau disease, modifier of}		OMIM	193300	von Hippel-Lindau disease
VHL	7428	TAS	von Hippel-Lindau syndrome		OMIM	193300	von Hippel-Lindau disease
VWF	7450	TAS	von Willibrand disease, type 3		OMIM	277480	von Willebrand's disease
VWF	7450	TAS	von Willebrand disease, types 2A, 2B, 2M, and 2N		OMIM	613554	von Willebrand's disease
GP1BA	2811	TAS	von Willebrand disease, platelet-type		OMIM	177820	von Willebrand's disease
VWF	7450	TAS	von Willebrand disease, type 1		OMIM	193400	von Willebrand's disease
SOX10	6663	TAS	Waardenburg syndrome, type 2E, with or without neurologic involvement		OMIM	611584	Waardenburg's syndrome
SOX10	6663	TAS	Waardenburg syndrome, type 4C		OMIM	613266	Waardenburg's syndrome
PAX3	5077	TAS	Waardenburg syndrome, type 1		OMIM	193500	Waardenburg's syndrome
EDN3	1908	TAS	Waardenburg syndrome, type 4B		OMIM	613265	Waardenburg's syndrome
SNAI2	6591	TAS	Waardenburg syndrome, type 2D		OMIM	608890	Waardenburg's syndrome
EDNRB	1910	TAS	Waardenburg syndrome, type 4A		OMIM	277580	Waardenburg's syndrome
PAX3	5077	TAS	Waardenburg syndrome, type 3		OMIM	148820	Waardenburg's syndrome
MITF	4286	TAS	Waardenburg syndrome, type 2A		OMIM	193510	Waardenburg's syndrome
MITF	4286	TAS	Waardenburg syndrome/ocular albinism, digenic		OMIM	103470	Waardenburg's syndrome;ocular albinism
TYR	7299	TAS	Waardenburg syndrome/albinism, digenic		OMIM	103470	Waardenburg's syndrome;ocular albinism
RET	5979	TAS	Multiple endocrine neoplasia IIB		OMIM	162300	Wagenmann-Froboese syndrome
POMGNT1	55624	TAS	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3		OMIM	253280	Walker-Warburg syndrome
POMT1	10585	TAS	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1		OMIM	236670	Walker-Warburg syndrome
EZH2	2146	TAS	Weaver syndrome 2		OMIM	614421	Weaver syndrome
NSD1	64324	TAS	Weaver syndrome		OMIM	277590	Weaver syndrome
ADAMTS17	170691	TAS	Weill-Marchesani-like syndrome		OMIM	613195	Weill-Marchesani syndrome
LTBP2	4053	TAS	Weill-Marchesani syndrome 3		OMIM	614819	Weill-Marchesani syndrome
FBN1	2200	TAS	Weill-Marchesani syndrome 2, dominant		OMIM	608328	Weill-Marchesani syndrome
