Identifier (KEY)	Phenotype valueUri (THE KEY MAP TO THIS)	Phenotype value 	Description use in annotator 	How we found the mapping	Source
OMIM:612238	http://purl.obolibrary.org/obo/HP_0002650	Scoliosis	SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 4	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:612239	http://purl.obolibrary.org/obo/HP_0002650	Scoliosis	SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 5	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:612251	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus	{Systemic lupus erythematosus, susceptibility to, 10}		OMIM
OMIM:612253	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus	{Systemic lupus erythematosus, susceptitbility to, 11}		OMIM
OMIM:612269	http://purl.obolibrary.org/obo/DOID_1825	childhood absence epilepsy	{Epilepsy, childhood absence, susceptibility to, 5}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:612278	http://purl.obolibrary.org/obo/DOID_0050589	inflammatory bowel disease	Inflammatory bowel disease 19		OMIM
OMIM:612281	http://purl.obolibrary.org/obo/DOID_1699	Congenital ichthyosiform erythroderma	Ichthyosis, congenital, autosomal recessive 6		CTD, OMIM
OMIM:612284	http://purl.obolibrary.org/obo/DOID_0050778	Meckel syndrome	Meckel syndrome 6	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:612285	http://purl.obolibrary.org/obo/DOID_0050777	Joubert syndrome	Joubert syndrome 9	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:612291	http://purl.obolibrary.org/obo/DOID_0050777	Joubert syndrome	Joubert syndrome 8	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:612293	http://purl.obolibrary.org/obo/DOID_3805	porokeratosis	POROKERATOSIS 5, DISSEMINATED SUPERFICIAL ACTINIC TYPE	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:612319	http://purl.obolibrary.org/obo/DOID_2476	hereditary spastic paraplegia	Spastic paraplegia 35, autosomal recessive		CTD, OMIM
OMIM:612348	http://purl.obolibrary.org/obo/DOID_2452	thrombophilia	Thrombophilia, familial, due to decreased release of PLAT	Case 8: Found Mappings, No Match Detected	OMIM
OMIM:612353	http://purl.obolibrary.org/obo/DOID_3805	porokeratosis	POROKERATOSIS 6, DISSEMINATED SUPERFICIAL ACTINIC TYPE	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:612356	http://purl.obolibrary.org/obo/DOID_2452	thrombophilia	Thrombophilia due to heparin cofactor II deficiency		OMIM
OMIM:612359	http://purl.obolibrary.org/obo/DOID_6457	Cowden disease	Cowden syndrome 2	Case 5b: Found Synonym With Disease Annotator Synonym	OMIM
OMIM:612362	http://purl.obolibrary.org/obo/DOID_9970	obesity	{Obesity, susceptibility to, BMIQ12}		OMIM
OMIM:612376	http://purl.obolibrary.org/obo/DOID_1240	leukemia	Leukemia, acute promyelocytic		OMIM
OMIM:612376	http://purl.obolibrary.org/obo/HP_0004836	Acute promyelocytic leukemia	Leukemia, acute promyelocytic	Case 6b: Found Exact With HP Annotator (keywords taken out)	OMIM
OMIM:612387	http://purl.obolibrary.org/obo/DOID_11335	sarcoidosis	{Sarcoidosis, susceptibility to, 2}		OMIM
OMIM:612389	http://purl.obolibrary.org/obo/HP_0007053	Pontocerebellar hypoplasia	PONTOCEREBELLAR HYPOPLASIA, TYPE 2B	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD, OMIM
OMIM:612390	http://purl.obolibrary.org/obo/HP_0007053	Pontocerebellar hypoplasia	PONTOCEREBELLAR HYPOPLASIA, TYPE 2C	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD, OMIM
OMIM:612400	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	{Osteoarthritis}		OMIM
OMIM:612422	http://purl.obolibrary.org/obo/DOID_397	restrictive cardiomyopathy	Cardiomyopathy, familial restrictive, 3		OMIM
OMIM:612431	http://purl.obolibrary.org/obo/DOID_0050564	autosomal dominant nonsyndromic deafness	DEAFNESS, AUTOSOMAL DOMINANT 27	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:612433	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	DEAFNESS, AUTOSOMAL RECESSIVE 45	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:612520	http://purl.obolibrary.org/obo/DOID_9744	type 1 diabetes mellitus	Diabetes mellitus, insulin-dependent, 20		OMIM
OMIM:612522	http://purl.obolibrary.org/obo/DOID_9744	type 1 diabetes mellitus	{Diabetes mellitus, insulin-dependent, 22}		OMIM
OMIM:612540	http://purl.obolibrary.org/obo/DOID_422	congenital structural myopathy	Myopathy, congenital, Compton-North		OMIM
OMIM:612580	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal dominant 3		OMIM
OMIM:612581	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal dominant 4		OMIM
OMIM:612621	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal dominant 5		OMIM
OMIM:612637	http://purl.obolibrary.org/obo/HP_0002373	Febrile seizures	FEBRILE SEIZURES, FAMILIAL, 10	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:612653	http://purl.obolibrary.org/obo/HP_0004444	Spherocytosis	Spherocytosis, type 4		OMIM
OMIM:612671	http://purl.obolibrary.org/obo/DOID_13189	gout	{Gout susceptibility 4}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:612690	http://purl.obolibrary.org/obo/HP_0004444	Spherocytosis	Spherocytosis, hereditary, type 5		OMIM
OMIM:612714	http://purl.obolibrary.org/obo/DOID_13316	exocrine pancreatic insufficiency	Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis		OMIM
OMIM:612716	http://purl.obolibrary.org/obo/DOID_543	dystonia	Dystonia, dopa-responsive, due to sepiapterin reductase deficiency		OMIM
OMIM:612740	http://purl.obolibrary.org/obo/DOID_13268	porphyria	Porphyria, acute hepatic		OMIM
OMIM:612781	http://purl.obolibrary.org/obo/HP_0000824	Growth hormone deficiency	Growth hormone deficiency, isolated, type IB		OMIM
OMIM:612813	http://purl.obolibrary.org/obo/DOID_0080027	spondyloepimetaphyseal dysplasia	Spondyloepimetaphyseal dysplasia, aggrecan type		OMIM
OMIM:612899	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy	{Epilepsy, idiopathic generalized, susceptibility to, 8}		OMIM
OMIM:612900	http://purl.obolibrary.org/obo/DOID_10970	spastic quadriplegia	Cerebral palsy, spastic quadriplegic, 2		OMIM
OMIM:612922	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome	{Hemolytic uremic syndrome, atypical, susceptibility to, 2}		OMIM
OMIM:612923	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome	{Hemolytic uremic syndrome, atypical, susceptibility to, 3}		OMIM
OMIM:612924	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome	{Hemolytic uremic syndrome, atypical, susceptibility to, 4}		OMIM
OMIM:612925	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome	{Hemolytic uremic syndrome, atypical, susceptibility to, 5}		OMIM
OMIM:612926	http://purl.obolibrary.org/obo/DOID_12554	hemolytic-uremic syndrome	{Hemolytic uremic syndrome, atypical, susceptibility to, 6}		OMIM
OMIM:612932	http://purl.obolibrary.org/obo/DOID_2747	glycogen storage disease	Glycogen storage disease XIII		OMIM
OMIM:612933	http://purl.obolibrary.org/obo/DOID_2747	glycogen storage disease	Glycogen storage disease XI		OMIM
OMIM:612934	http://purl.obolibrary.org/obo/DOID_2747	glycogen storage disease	Glycogen storage disease XIV		OMIM
OMIM:612936	http://purl.obolibrary.org/obo/DOID_2476	hereditary spastic paraplegia	Spastic paraplegia 50, autosomal recessive		CTD, OMIM
OMIM:612940	http://purl.obolibrary.org/obo/DOID_3144	cutis laxa	Cutis laxa, autosomal recessive, type IIB		OMIM
OMIM:612949	http://purl.obolibrary.org/obo/HP_0003429	Hypomyelination	Hypomyelination, global cerebral		OMIM
OMIM:612954	http://purl.obolibrary.org/obo/DOID_423	myopathy	Myopathy, myofibrillar, BAG3-related		OMIM
OMIM:612956	http://purl.obolibrary.org/obo/HP_0001663	Ventricular fibrillation	Ventricular fibrillation, paroxysmal familial, 2		OMIM
OMIM:613003	http://purl.obolibrary.org/obo/DOID_1094	attention deficit hyperactivity disorder	{Attention deficit-hyperactivity disorder, susceptibility to, 7}		OMIM
OMIM:613013	http://purl.obolibrary.org/obo/DOID_769	neuroblastoma	{Neuroblastoma, susceptibility to, 2}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:613014	http://purl.obolibrary.org/obo/DOID_769	neuroblastoma	{Neuroblastoma, susceptibility to, 3}		OMIM
OMIM:613020	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, age-related cortical, 2		OMIM
OMIM:613021	http://purl.obolibrary.org/obo/DOID_9563	bronchiectasis	Bronchiectasis with or without elevated sweat chloride 2		OMIM
OMIM:613024	http://purl.obolibrary.org/obo/DOID_0060058	Lymphoma	{Lymphoma, follicular, somatic}	Case 8: Found Mappings, No Match Detected	OMIM
OMIM:613028	http://purl.obolibrary.org/obo/DOID_3070	malignant glioma	{Glioma susceptibility 2}		OMIM
OMIM:613029	http://purl.obolibrary.org/obo/DOID_3068	glioblastoma	{Glioblastoma 3}		OMIM
OMIM:613060	http://purl.obolibrary.org/obo/DOID_0060170	generalized epilepsy with febrile seizures plus	{Epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to}		OMIM
OMIM:613060	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy	{Epilepsy, idiopathic generalized, 10}		OMIM
OMIM:613060	http://purl.obolibrary.org/obo/DOID_4890	juvenile myoclonic epilepsy	{Epilepsy, juvenile myoclonic, susceptibility to}		OMIM
OMIM:613065	http://purl.obolibrary.org/obo/DOID_9952	acute lymphocytic leukemia	Leukemia, acute lymphocytic		OMIM
OMIM:613068	http://purl.obolibrary.org/obo/HP_0002180	Neurodegeneration	Neurodegeneration due to cerebral folate transport deficiency		OMIM
OMIM:613070	http://purl.obolibrary.org/obo/HP_0001399	Hepatic failure	Liver failure, transient infantile		OMIM
OMIM:613071	http://purl.obolibrary.org/obo/DOID_9563	bronchiectasis	Bronchiectasis with or without elevated sweat chloride 3		OMIM
OMIM:613077	http://purl.obolibrary.org/obo/DOID_12558	chronic progressive external ophthalmoplegia	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant, 5		OMIM
OMIM:613099	http://purl.obolibrary.org/obo/DOID_1909	melanoma	{Melanoma, cutaneous malignant, 5}		OMIM
OMIM:613102	http://purl.obolibrary.org/obo/HP_0001006	Hypotrichosis	Hypotrichosis and recurrent skin vesicles		OMIM
OMIM:613116	http://purl.obolibrary.org/obo/DOID_2452	thrombophilia	Thrombophilia due to elevated HRG		OMIM
OMIM:613116	http://purl.obolibrary.org/obo/DOID_2452	thrombophilia	Thrombophilia due to HRG deficiency		OMIM
OMIM:613118	http://purl.obolibrary.org/obo/DOID_2452	thrombophilia	Thrombophilia due to antithrombin III deficiency		OMIM
OMIM:613118	http://purl.obolibrary.org/obo/DOID_3755	antithrombin III deficiency	Thrombophilia due to antithrombin III deficiency		OMIM
OMIM:613159	http://purl.obolibrary.org/obo/HP_0000112	Nephropathy	Nephronophthisis-like nephropathy 1		OMIM
OMIM:613162	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:613177	http://purl.obolibrary.org/obo/DOID_3144	Cutis laxa	Cutis laxa, autosomal recessive, type IC		OMIM
OMIM:613223	http://purl.obolibrary.org/obo/DOID_1024	leprosy	{Leprosy, protection against}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:613238	http://purl.obolibrary.org/obo/DOID_1123	spondyloarthropathy	SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
OMIM:613341	http://purl.obolibrary.org/obo/DOID_8501	fundus dystrophy	Retinal dystrophy, early-onset severe	Case 6b: Found Exact With HP Annotator	OMIM
OMIM:613347	http://purl.obolibrary.org/obo/DOID_1793	pancreatic cancer	Pancreatic cancer		OMIM
OMIM:613348	http://purl.obolibrary.org/obo/DOID_1793	pancreatic cancer	{Pancreatic cancer, susceptibility to, 3}		OMIM
OMIM:613353	http://purl.obolibrary.org/obo/DOID_1188	mononeuropathy	Mononeuropathy of the median nerve, mild		OMIM
OMIM:613364	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	SPASTIC PARAPLEGIA 41, AUTOSOMAL DOMINANT	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:613385	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease	Autoimmune disease, syndromic multisystem		OMIM
OMIM:613390	http://purl.obolibrary.org/obo/DOID_13636	Fanconi's anemia	Fanconi anemia, complementation group 0		OMIM
OMIM:613392	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	DEAFNESS, AUTOSOMAL RECESSIVE 85	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:613399	http://purl.obolibrary.org/obo/DOID_5683	hereditary breast ovarian cancer	{Breast-ovarian cancer, familial, susceptibility to, 3}		OMIM
OMIM:613443	http://purl.obolibrary.org/obo/HP_0001249	Intellectual disability	MENTAL RETARDATION, AUTOSOMAL DOMINANT 20	Case 7a: Found Synonym With HP Annotator Synonym (keywords taken out)	CTD
OMIM:613517	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia, isolated 6		OMIM
OMIM:613530	http://purl.obolibrary.org/obo/DOID_11724	limb-girdle muscular dystrophy	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1H	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
OMIM:613551	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease	{Autoimmune disease, susceptibility to, 6}		OMIM
OMIM:613611	http://purl.obolibrary.org/obo/DOID_9574	Choanal atresia	Choanal atresia and lymphedema		OMIM
OMIM:613646	http://purl.obolibrary.org/obo/DOID_14749	methylmalonic acidemia	Methylmalonic aciduria due to transcobalamin receptor defect		OMIM
OMIM:613656	http://purl.obolibrary.org/obo/DOID_6364	migraine	{Migraine, with or without aura, susceptibility to, 13}		OMIM
OMIM:613670	http://purl.obolibrary.org/obo/DOID_0060041	autism spectrum disorder	Mental retardation with language impairment and autistic features		OMIM
OMIM:613670	http://purl.obolibrary.org/obo/DOID_1059	Intellectual disability	Mental retardation with language impairment and autistic features		OMIM
OMIM:613670	http://purl.obolibrary.org/obo/HP_0002463	Language impairment	Mental retardation with language impairment and autistic features		OMIM
OMIM:613672	http://purl.obolibrary.org/obo/HP_0002497	Spastic ataxia	SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD, OMIM
OMIM:613674	http://purl.obolibrary.org/obo/DOID_9620	vesicoureteral reflux	Vesicoureteral reflux 3		OMIM
OMIM:613677	http://purl.obolibrary.org/obo/DOID_446	hyperaldosteronism	Hyperaldosteronism, familial, type III		OMIM
OMIM:613685	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	DEAFNESS, AUTOSOMAL RECESSIVE 83	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:613694	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, dilated, 1U		OMIM
OMIM:613703	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia with coloboma 6		OMIM
OMIM:613703	http://purl.obolibrary.org/obo/DOID_12270	coloboma	Microphthalmia with coloboma 6		OMIM
OMIM:613708	http://purl.obolibrary.org/obo/DOID_870	neuropathy	Neuropathy, hereditary sensory, type ID		OMIM
OMIM:613718	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	DEAFNESS, AUTOSOMAL RECESSIVE 74	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD, OMIM
OMIM:613723	http://purl.obolibrary.org/obo/DOID_11724	limb-girdle muscular dystrophy	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD, OMIM
OMIM:613728	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, autosomal recessive 10		OMIM
OMIM:613740	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, dilated, 1T		OMIM
OMIM:613744	http://purl.obolibrary.org/obo/DOID_2476	hereditary spastic paraplegia	Spastic paraplegia 51, autosomal recessive		OMIM
OMIM:613758	http://purl.obolibrary.org/obo/DOID_10584	retinitis pigmentosa	Retinitis pigmentosa 47		OMIM
OMIM:613765	http://purl.obolibrary.org/obo/DOID_11984	hypertrophic cardiomyopathy	Cardiomyopathy, familial hypertrophic, 9		OMIM
OMIM:613778	http://purl.obolibrary.org/obo/DOID_10871	age related macular degeneration	{Macular degeneration, age-related, 8}		OMIM
OMIM:613779	http://purl.obolibrary.org/obo/DOID_8354	C3 deficiency	C3 deficiency		OMIM
OMIM:613780	http://purl.obolibrary.org/obo/DOID_14004	thoracic aortic aneurysm	Aortic aneurysm, familial thoracic 7		OMIM
OMIM:613784	http://purl.obolibrary.org/obo/DOID_10871	age related macular degeneration	{Macular degeneration, age-related, 12}		OMIM
OMIM:613789	http://purl.obolibrary.org/obo/HP_0004434	C8 deficiency	C8 deficiency, type II		OMIM
OMIM:613790	http://purl.obolibrary.org/obo/HP_0004434	C8 deficiency	C8 deficiency, type I		OMIM
OMIM:613795	http://purl.obolibrary.org/obo/DOID_0050466	Loeys-Dietz syndrome	Loeys-Dietz syndrome, type 3		OMIM
OMIM:613801	http://purl.obolibrary.org/obo/DOID_10584	retinitis pigmentosa	Retinitis pigmentosa-40		OMIM
OMIM:613807	http://purl.obolibrary.org/obo/DOID_9562	primary ciliary dyskinesia	Ciliary dyskinesia, primary, 14	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:613808	http://purl.obolibrary.org/obo/DOID_9562	primary ciliary dyskinesia	Ciliary dyskinesia, primary, 15	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:613809	http://purl.obolibrary.org/obo/DOID_10584	retinitis pigmentosa	Retinitis pigmentosa 39		OMIM
OMIM:613810	http://purl.obolibrary.org/obo/DOID_10584	retinitis pigmentosa	Retinitis pigmentosa 43		OMIM
OMIM:613811	http://purl.obolibrary.org/obo/HP_0007053	Pontocerebellar hypoplasia	Pontocerebellar hypoplasia type 2D		OMIM
OMIM:613818	http://purl.obolibrary.org/obo/DOID_0050588	muscular dystrophy-dystroglycanopathy	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7		OMIM
OMIM:613819	http://purl.obolibrary.org/obo/DOID_0050592	asphyxiating thoracic dystrophy	Asphyxiating thoracic dystrophy 4		OMIM
OMIM:613820	http://purl.obolibrary.org/obo/DOID_12712	nephronophthisis	Nephronophthisis 12		OMIM
OMIM:613823	http://purl.obolibrary.org/obo/DOID_0050569	Seckel syndrome	Seckel syndrome 5		OMIM
OMIM:613824	http://purl.obolibrary.org/obo/DOID_12712	nephronophthisis	Nephronophthisis 9		OMIM
OMIM:613826	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber congenital amaurosis 6		OMIM
OMIM:613827	http://purl.obolibrary.org/obo/DOID_10584	retinitis pigmentosa	Retinitis pigmentosa 48		OMIM
OMIM:613829	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber congenital amaurosis 7		OMIM
OMIM:613830	http://purl.obolibrary.org/obo/DOID_0050534	congenital stationary night blindness	Night blindness, congenital stationary, type 1D		OMIM
OMIM:613835	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber congenital amaurosis 8		OMIM
OMIM:613837	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber congenital amaurosis 11		OMIM
OMIM:613838	http://purl.obolibrary.org/obo/DOID_11984	hypertrophic cardiomyopathy	Cardiomyopathy, familial hypertrophic, 16		OMIM
OMIM:613839	http://purl.obolibrary.org/obo/DOID_13382	megaloblastic anemia	Megaloblastic anemia due to dihydrofolate reductase deficiency		OMIM
