# Expression data file generated by Gemma on 02/05/2009
# shortName=GSE59
# name=Human cancer cell lines
# Experiment details: http://chibi.ubc.ca/Gemma/expressionExperiment/showExpressionExperiment.html?id=452
# If you use this file for your research, please cite the Gemma web site: http://chibi.ubc.ca/Gemma
Probe	GeneSymbol	GeneName	GSE59_bioMaterial_68___K.562(CL7005)LEUKEMIA	GSE59_bioMaterial_67___HL.60(CL7008)LEUKEMIA	GSE59_bioMaterial_66___OVCAR.4(CL6002)OVARIAN	GSE59_bioMaterial_7___HCT.15_CL4015__COLON	GSE59_bioMaterial_6___HCC.2998(CL4002)COLON	GSE59_bioMaterial_3___COLO205_CL4010_COLON	GSE59_bioMaterial_2___SW.620_CL4009_COLON	GSE59_bioMaterial_1___HT.29___CL4001__COLON	GSE59_bioMaterial_5___KM12__CL4017_COLON	GSE59_bioMaterial_4___HCT.116_CL4003_COLON	GSE59_bioMaterial_8___ADR.RES_CL5002_UNKNOWN	GSE59_bioMaterial_11___K562A.repro	GSE59_bioMaterial_10___K562B.repro	GSE59_bioMaterial_14___SR_CL7019__LEUKEMIA	GSE59_bioMaterial_9___MOLT.4_CL7006_LEUKEMIA	GSE59_bioMaterial_12___CCRF.CEM_CL7003_LEUKEMIA	GSE59_bioMaterial_13___RPMI.8226_CL7010__LEUKEMIA	GSE59_bioMaterial_17___OVCAR.8_CL6005_OVARIAN	GSE59_bioMaterial_16___OVCAR.5_CL6003_OVARIAN	GSE59_bioMaterial_15___OVCAR.3_CL6001_OVARIAN	GSE59_bioMaterial_19___IGROV1_CL6010_OVARIAN	GSE59_bioMaterial_18___SK.OV.3_CL6011_OVARIAN	GSE59_bioMaterial_20___DU.145_CL11003_PROSTATE	GSE59_bioMaterial_21___SK.MEL.28_CL10008_MELANOMA	GSE59_bioMaterial_23___SK.MEL.5_CL10007_MELANOMA	GSE59_bioMaterial_27___SK.MEL.2_CL10005_MELANOMA	GSE59_bioMaterial_22___UACC.257CL10021_MELANOMA	GSE59_bioMaterial_24___MALME.3M_CL10002_MELANOMA	GSE59_bioMaterial_25___M.14_CL10014_MELANOMA	GSE59_bioMaterial_26___UACC.62_CL10020_MELANOMA	GSE59_bioMaterial_28___NCI.H23_CL1001__NSCLC	GSE59_bioMaterial_34___A549_CL1004__NSCLC	GSE59_bioMaterial_32___HOP.62_CL1026_NSCLC	GSE59_bioMaterial_36___NCI.H322_CL1017_NSCLC	GSE59_bioMaterial_33___NCI.H460_CL1021_NSCLC	GSE59_bioMaterial_31___NCI.H522_CL1003__NSCLC	GSE59_bioMaterial_29___EKVX__CL1008_NSCLC	GSE59_bioMaterial_35___HOP.92__CL1029_NSCLC	GSE59_bioMaterial_30___NCI.H226_CL1013__NSCLC	GSE59_bioMaterial_39___SF.295_CL12015_CNS	GSE59_bioMaterial_37___SNB.19_CL12002_CNS	GSE59_bioMaterial_38___SF.539__CL12016_CNS	GSE59_bioMaterial_41___U251_CL12009_CNS	GSE59_bioMaterial_40___SF.268__CL12014_CNS	GSE59_bioMaterial_48___BT.549_CL5013_BREAST	GSE59_bioMaterial_52___BreastTumor16XNCIreference	GSE59_bioMaterial_44___MDA.N_CL5012__BREAST	GSE59_bioMaterial_47___MCF7_CL5001__BREAST	GSE59_bioMaterial_49___BC2LymphNodeXNCIreference	GSE59_bioMaterial_53___MDA.MB.231_CL5005__BREAST	GSE59_bioMaterial_43___MCF7D.repro	GSE59_bioMaterial_42___BreastTumor2XNCIreference	GSE59_bioMaterial_51___MDA.MB.435_CL5011__BREAST	GSE59_bioMaterial_45___MCF7A.repro	GSE59_bioMaterial_46___T.47D__CL5014__BREAST	GSE59_bioMaterial_50___HS_578T_CL5006__BREAST	GSE59_bioMaterial_55___786.0__CL9018_RENAL	GSE59_bioMaterial_61___A498_CL9013_RENAL	GSE59_bioMaterial_57___RXF.393_CL9016__RENAL	GSE59_bioMaterial_58___UO.31_CL9004__RENAL	GSE59_bioMaterial_60___SNB.75_CL12005_RENAL	GSE59_bioMaterial_54___TK.10_CL9024_RENAL	GSE59_bioMaterial_62___SN12C_CL9008__RENAL	GSE59_bioMaterial_56___ACHN_CL9023_RENAL	GSE59_bioMaterial_59___CAKI.1(CL9015)RENAL	GSE59_bioMaterial_63___NormalBreast	GSE59_bioMaterial_64___LOXIMVI(CL10001)MELANOMA	GSE59_bioMaterial_65___PC.3(CL11001)PROSTATE
9806	ARGLU1|FLJ10154	arginine and glutamate rich 1|	-0.471	1.616	0.0090	0.384	-0.206	2.027	1.908	0.566	-0.713	-0.095	-0.812	-0.672	-0.485	0.222	0.546	1.325	-0.507	0.23	0.538	NaN	-0.512	-0.149	-0.707	-1.09	-0.742	-0.914	0.039	-1.182	-0.456	-1.552	-1.03	-0.955	-0.504	-0.671	-0.683	-0.763	-0.34	-0.02	-0.292	-0.443	-0.792	0.361	-0.245	-0.726	-0.104	-0.647	-0.864	-0.224	-0.884	0.12	-0.605	-1.269	-0.887	-0.514	-0.718	-1.23	-1.352	-0.745	-0.385	-0.672	0.268	-1.54	-0.848	-0.747	-0.046	-0.413	-0.047	-0.759	
9807	FLJ25715.aApr07|kukuri.aApr07-unspliced	|	NaN	1.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.383	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.174	NaN	NaN	-0.56	NaN	NaN	NaN	NaN	NaN	NaN	
9808	HDLBP	high density lipoprotein binding protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.199	NaN	NaN	NaN	NaN	NaN	NaN	0.41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.711	NaN	0.322	NaN	NaN	0.998	NaN	NaN	1.352	NaN	NaN	NaN	1.079	NaN	0.856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.283	NaN	NaN	NaN	0.317	NaN	0.995	NaN	NaN	NaN	0.765	NaN	-0.128	NaN	
9809	FAM102A	family with sequence similarity 102, member A	0.276	0.549	-0.245	0.163	-0.0080	0.937	0.156	0.397	0.013	0.122	-0.376	0.323	0.219	-0.204	0.722	0.119	NaN	-0.264	-0.308	NaN	-0.308	0.794	-0.034	-0.139	0.186	-0.019	NaN	0.475	-0.226	0.356	-0.031	0.154	-0.206	-0.15	NaN	-0.151	0.103	NaN	-0.051	NaN	0.086	NaN	-0.055	-0.258	0.143	0.872	-0.175	0.587	0.624	NaN	-0.06	0.282	-0.346	0.184	0.828	-0.18	-0.176	0.769	0.187	-0.092	0.173	0.23	0.414	-0.057	0.013	NaN	0.128	0.246	
981	HSF2	heat shock transcription factor 2	0.931	0.377	-0.346	0.484	NaN	NaN	1.197	-0.115	0.401	0.828	0.777	0.943	1.267	0.3	1.587	1.569	NaN	0.623	-0.045	NaN	NaN	0.984	0.47	0.0010	-0.043	0.622	NaN	NaN	NaN	0.103	0.502	-0.152	1.187	0.154	0.313	0.934	NaN	-0.013	0.43	NaN	0.425	NaN	0.474	0.838	0.474	0.613	-0.066	-0.819	NaN	0.732	-0.248	-0.072	-0.092	-0.602	-0.26	-0.168	-0.138	NaN	0.0050	0.056	0.106	0.806	-0.628	0.536	NaN	NaN	-0.0020	0.513	
9810	RUFY1	RUN and FYVE domain containing 1	-0.101	0.262	0.23	-0.088	0.308	0.575	-0.092	0.362	-0.184	-0.181	-0.311	0.284	0.276	0.439	0.558	-0.074	-0.012	-0.374	0.037	NaN	-0.6	-0.266	-0.509	-0.504	-0.29	0.123	-0.336	-0.219	-0.297	-0.497	0.421	-0.022	0.114	-0.221	NaN	0.157	-0.017	-0.371	0.163	-0.404	-0.405	-0.154	-0.371	-0.234	-0.173	0.169	0.421	0.991	0.568	0.528	0.398	0.29	0.384	0.941	0.309	-0.17	-0.325	0.103	-0.29	-0.325	-0.452	-0.335	-0.304	-0.081	-0.321	NaN	-0.202	0.034	
9811	PARVA.aApr07		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.455	NaN	-0.468	NaN	0.775	NaN	1.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.654	NaN	NaN	NaN	NaN	NaN	1.581	NaN	NaN	NaN	NaN	1.685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.214	NaN	NaN	0.976	0.888	NaN	NaN	NaN	NaN	NaN	NaN	0.479	NaN	
9812	LARP7	La ribonucleoprotein domain family, member 7	NaN	1.03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.765	0.985	NaN	NaN	0.779	NaN	0.242	NaN	-0.671	NaN	NaN	NaN	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	
9813	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	NaN	0.173	0.725	-0.494	0.072	0.957	NaN	0.125	0.597	NaN	-0.56	-0.253	-0.159	NaN	-0.13	-0.963	NaN	-0.846	-0.872	-0.305	-0.183	0.993	-0.487	-0.071	-0.768	NaN	NaN	NaN	NaN	0.553	-0.389	-0.192	-1.029	-0.124	NaN	NaN	NaN	NaN	-0.628	NaN	NaN	NaN	NaN	NaN	0.987	NaN	-0.815	NaN	NaN	NaN	NaN	NaN	NaN	0.275	NaN	NaN	NaN	NaN	0.328	0.622	NaN	0.259	0.385	0.839	0.668	NaN	-0.507	0.182	
9814	C6orf204|PLN	chromosome 6 open reading frame 204|phospholamban	NaN	NaN	NaN	0.157	NaN	0.665	1.124	2.134	NaN	NaN	-0.0080	1.241	1.419	NaN	0.976	0.82	NaN	0.0030	NaN	-0.094	NaN	NaN	0.871	0.018	0.305	NaN	NaN	NaN	NaN	NaN	0.204	NaN	0.087	0.504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.31	NaN	NaN	NaN	0.67	NaN	0.56	NaN	NaN	-0.245	NaN	NaN	0.357	NaN	NaN	NaN	NaN	0.037	0.511	
9815	KIAA0146	KIAA0146	0.131	-0.064	0.08	0.42	-0.159	0.656	-0.08	0.059	-0.479	0.178	0.199	-0.234	0.115	-0.335	1.176	0.201	-1.607	0.59	0.5	0.32	0.072	0.751	0.048	-0.327	-0.413	-0.252	-0.0050	0.099	-0.774	-0.577	0.211	-0.159	-0.215	0.296	NaN	-0.336	-0.521	0.642	0.123	-0.177	-0.35	-0.19	-0.213	-0.398	0.609	0.185	-0.341	1.055	0.144	-0.265	0.559	-0.223	-0.119	0.847	0.506	0.0040	-0.282	0.276	-0.54	-0.601	-0.3	-0.037	-0.852	-0.057	0.34	0.142	-0.076	-0.522	
9816	DAP	death-associated protein	0.181	0.072	-0.617	-0.364	0.183	1.136	-0.176	0.613	-0.561	-0.51	0.419	-0.094	-0.0050	-0.752	-0.093	-0.489	-0.823	0.856	-0.214	0.045	-0.859	0.25	0.632	-0.94	-0.682	-0.765	-0.285	-0.217	0.358	-0.049	-0.5	-0.797	0.345	-0.107	NaN	-0.988	0.552	0.939	0.455	0.571	0.217	NaN	-0.045	1.353	-0.024	0.687	0.083	-0.294	0.353	1.235	-0.536	0.917	0.026	-0.593	-0.042	1.049	-0.089	0.824	0.259	0.542	0.793	-0.929	1.741	-0.167	0.122	-0.044	-0.367	0.371	
9817	POLR2B|IGFBP7	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa|insulin-like growth factor binding protein 7	-3.097	-1.709	0.174	-2.377	-2.215	-2.186	-2.611	-2.254	-1.928	-1.987	-2.542	-2.024	-2.204	-2.544	-2.572	-2.531	-2.694	-2.199	-1.939	NaN	-2.01	-0.0040	-2.743	-0.0020	-1.436	-0.657	-1.077	-0.158	-1.22	-2.246	-2.19	-1.823	-1.575	-2.184	-2.543	-2.547	-1.016	-0.135	-2.214	-1.976	2.141	-0.189	-0.154	-0.884	-0.594	-0.56	-1.678	-2.061	0.013	1.149	-1.892	-0.359	-1.126	-2.107	-2.323	1.86	-1.456	-0.216	-0.678	0.612	1.176	0.689	-2.909	0.103	0.257	-0.189	-2.837	-3.015	
9818	SLC26A10	solute carrier family 26, member 10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.854	NaN	-0.246	NaN	NaN	NaN	NaN	NaN	0.933	NaN	NaN	NaN	-1.538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.509	-0.252	NaN	NaN	0.289	NaN	NaN	NaN	NaN	0.028	NaN	
9819	TAGLN2|CCDC19	transgelin 2|coiled-coil domain containing 19	-0.177	-0.251	0.159	-1.293	-0.607	1.034	-0.863	0.05	-0.554	-1.538	-0.185	-0.165	-0.072	0.751	-1.007	-1.185	0.127	-0.229	-0.521	NaN	-0.439	0.174	0.821	-1.887	-0.745	-0.411	-0.667	-0.142	-0.43	-0.326	-0.033	0.026	0.207	-0.868	NaN	-0.511	0.249	0.358	0.834	NaN	0.568	0.24	0.649	1.204	0.912	-0.842	-0.017	0.126	NaN	-0.182	-0.229	0.027	0.329	-0.732	0.177	0.639	0.209	0.857	0.09	0.235	0.493	0.092	-1.032	-0.018	0.642	-1.769	-1.332	0.324	
982	ABCB9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	-0.985	-0.639	-0.084	-0.533	1.656	NaN	-0.624	0.882	NaN	NaN	0.849	NaN	NaN	1.334	NaN	1.45	NaN	0.806	-0.061	NaN	NaN	NaN	0.214	-0.359	NaN	0.063	NaN	0.367	0.204	NaN	1.025	1.571	-0.1	-0.198	0.827	0.792	1.334	-0.026	1.308	NaN	-0.662	NaN	0.102	-0.754	0.049	NaN	NaN	-0.681	NaN	0.318	NaN	1.218	NaN	NaN	1.385	0.117	0.156	-0.017	0.543	0.168	0.624	0.049	NaN	1.042	NaN	NaN	-0.688	0.105	
9820	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	-0.283	-0.623	-0.59	0.099	1.126	0.339	0.439	0.947	0.448	-0.2	0.593	-0.074	0.01	0.994	-1.444	-0.317	-0.451	0.483	0.796	0.828	-0.014	0.149	0.48	-0.093	NaN	0.42	0.277	-0.087	-0.024	0.578	0.801	0.229	0.34	0.031	NaN	0.943	0.59	1.061	0.869	0.852	0.831	1.45	1.843	0.456	1.331	-0.799	-0.269	0.502	-0.279	1.409	0.338	0.061	-0.142	0.621	0.696	0.159	0.092	1.328	0.891	0.946	0.361	0.358	-0.227	0.701	0.51	-0.326	-0.213	0.089	
9821			-0.0050	1.89	-1.615	-1.282	-1.184	-1.002	-1.419	-1.435	-1.531	-1.496	-1.972	0.205	0.373	-0.111	-1.029	-0.793	NaN	-0.742	-1.617	0.906	-1.508	-1.234	NaN	-1.167	-2.046	-1.436	NaN	NaN	NaN	-1.683	-1.251	-0.54	-0.879	-1.134	NaN	-1.272	-0.236	NaN	-1.131	NaN	NaN	-1.211	-1.212	0.064	-1.869	-0.659	-2.25	-1.203	0.199	1.508	-2.066	-0.587	-2.89	-1.136	-1.25	0.879	-1.542	NaN	-1.59	-1.082	NaN	-1.131	1.856	-0.911	1.154	NaN	-1.614	-1.579	
9822	TRAPPC4	trafficking protein particle complex 4	1.138	-0.45	-0.068	1.25	0.59	-0.525	0.548	-0.052	1.023	0.356	0.382	1.04	1.482	0.648	0.438	0.261	0.981	0.056	0.394	NaN	0.44	0.396	0.564	-0.0090	0.663	0.192	-0.337	NaN	-0.427	1.121	0.101	-0.201	0.437	0.167	NaN	1.056	0.129	0.533	0.387	0.457	0.432	NaN	-0.067	3.037	0.836	0.136	1.152	0.988	-0.281	2.425	0.658	-0.209	1.212	0.489	1.777	0.66	-0.257	-0.158	-0.782	0.215	-0.221	-0.548	0.787	0.178	0.241	NaN	0.29	0.502	
9823	EHD2	EH-domain containing 2	-0.616	-1.034	-0.786	-0.242	NaN	NaN	-0.91	NaN	-0.456	-0.43	0.469	NaN	NaN	-1.353	-0.204	NaN	NaN	0.512	-0.444	NaN	-1.23	0.569	0.493	-0.822	-0.626	-0.794	NaN	NaN	NaN	-0.629	-0.399	0.235	-0.97	-0.714	NaN	NaN	0.387	NaN	0.55	NaN	-0.545	NaN	-0.422	-0.309	0.888	NaN	-0.128	-0.405	NaN	0.355	NaN	NaN	NaN	-0.816	-0.166	1.817	-0.726	1.237	0.744	-0.559	0.524	-1.056	0.898	-0.304	1.043	NaN	-0.399	-1.098	
9824	MYADM	myeloid-associated differentiation marker	NaN	NaN	NaN	0.31	0.368	1.679	0.978	0.644	0.888	NaN	0.657	0.638	0.801	0.155	0.889	-0.407	NaN	-0.448	0.64	NaN	-0.108	NaN	0.483	-0.103	0.335	0.61	NaN	NaN	1.219	1.495	-0.767	0.617	-0.76	0.128	NaN	-0.251	NaN	1.388	1.133	NaN	-0.347	NaN	0.656	-0.506	NaN	NaN	0.119	NaN	NaN	0.465	NaN	NaN	NaN	-0.202	NaN	-0.024	NaN	1.568	0.726	-0.308	0.877	-0.174	NaN	0.374	0.322	NaN	NaN	NaN	
9825	RPL15|NKIRAS1	ribosomal protein L15|NFKB inhibitor interacting Ras-like 1	-0.296	0.836	-0.821	-0.048	-0.099	0.589	0.922	-0.198	1.157	0.985	0.315	-0.0020	0.089	-0.553	0.164	0.268	-0.359	0.746	-0.134	NaN	-0.04	-0.8	-0.098	-0.175	-0.108	0.429	-0.417	0.371	-0.014	-0.683	-0.054	-0.038	0.12	-0.199	NaN	-0.102	-0.622	0.455	0.89	0.151	-0.124	0.67	-0.0040	0.187	0.289	-0.278	-0.405	0.701	0.641	1.061	0.751	0.353	-0.428	0.909	0.244	-0.207	-0.511	-0.723	-0.377	-0.048	-0.358	-0.188	0.335	-0.387	0.112	0.484	0.171	-0.203	
9826	DAZAP2	DAZ associated protein 2	-0.012	0.278	0.479	0.651	0.263	0.935	1.003	0.346	0.675	0.191	0.062	0.351	0.546	0.258	0.573	0.265	-0.026	-0.304	-0.389	0.036	0.05	0.743	0.795	-0.176	0.644	0.264	0.471	0.596	0.247	0.784	0.229	0.334	-0.498	1.161	NaN	-0.329	0.131	0.522	1.248	0.398	0.946	1.27	0.826	0.555	0.817	0.234	-0.071	1.138	NaN	0.67	0.821	0.291	-0.042	0.915	0.542	0.024	-0.609	-0.187	0.013	0.957	-0.342	-0.183	0.981	1.302	0.821	NaN	-0.449	-1.429	
9827	EMP1	epithelial membrane protein 1	-2.18	-2.435	-0.165	-1.44	0.77	-3.164	-0.671	0.123	0.241	NaN	1.583	-1.459	NaN	-1.235	-3.595	-2.967	NaN	1.555	0.603	-0.247	-0.524	2.187	NaN	2.461	-1.657	0.201	2.247	3.264	1.343	-1.283	NaN	-1.427	0.228	2.602	NaN	3.974	NaN	1.598	1.82	NaN	0.014	NaN	0.196	1.21	1.324	0.632	0.074	-3.011	2.493	1.325	NaN	2.032	0.715	-1.45	-1.896	0.668	-3.278	NaN	-2.187	NaN	0.977	-2.863	NaN	-1.205	NaN	NaN	1.879	0.252	
9828	SEMA3B|SEMA 3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B|	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.228	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
9829	POLR2J	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	0.447	0.052	0.353	-0.276	0.134	0.308	-0.064	NaN	-0.63	NaN	-0.363	0.153	0.424	0.135	1.073	-0.203	NaN	-1.098	-0.31	0.319	-0.355	NaN	0.0020	-0.35	0.373	0.164	NaN	0.761	NaN	0.237	0.218	-0.248	-0.085	NaN	NaN	0.607	NaN	0.825	0.14	NaN	0.383	NaN	NaN	NaN	NaN	NaN	0.221	1.404	NaN	NaN	0.79	NaN	NaN	0.814	-0.127	NaN	NaN	NaN	0.152	0.068	NaN	-0.448	NaN	0.018	-0.705	NaN	-0.328	0.458	
983	PNMAL1|FLJ10781	PNMA-like 1|	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
9830	TPM4|HSH2D	tropomyosin 4|hematopoietic SH2 domain containing	NaN	0.443	0.562	0.307	0.391	0.727	0.197	0.0	0.375	NaN	0.037	NaN	NaN	-0.113	0.277	0.151	NaN	0.27	NaN	NaN	NaN	0.017	0.061	0.488	0.414	0.892	NaN	NaN	NaN	0.169	0.065	NaN	-0.016	0.049	NaN	0.284	NaN	NaN	0.245	NaN	0.019	NaN	NaN	NaN	NaN	NaN	0.394	NaN	NaN	1.035	0.484	NaN	NaN	0.357	0.564	NaN	NaN	NaN	0.125	NaN	NaN	-0.023	NaN	NaN	0.279	NaN	-0.462	NaN	
9831	AK311208|BC032475|SUPT4H1|BC050403|AK311306|AK311311|CR620892|AK000271	||suppressor of Ty 4 homolog 1 (S. cerevisiae)|||||	0.414	0.483	-0.41	1.513	0.054	1.329	0.3	-0.194	0.211	0.778	0.813	0.723	0.962	0.034	0.913	0.349	NaN	0.808	-0.4	NaN	-0.511	-0.134	0.0080	-0.105	0.552	1.157	NaN	0.435	NaN	0.734	-0.127	0.488	-0.029	0.255	NaN	0.685	NaN	1.091	0.015	NaN	0.497	NaN	NaN	0.017	-0.287	NaN	0.41	1.199	NaN	1.163	0.661	-0.542	NaN	0.92	0.466	NaN	-0.053	0.314	-0.485	-0.29	NaN	0.244	NaN	0.0010	0.805	NaN	0.109	0.221	
9832	SEPW1	selenoprotein W, 1	-0.162	-1.337	-0.903	0.382	1.098	0.73	-0.231	0.49	1.123	1.492	0.602	-0.175	0.145	1.501	1.922	1.045	NaN	0.689	0.141	NaN	0.216	0.362	0.14	0.676	1.324	0.343	0.055	1.505	0.691	1.018	0.134	0.163	-0.641	0.082	NaN	1.54	1.168	0.71	-0.486	0.821	1.576	NaN	0.358	-0.545	0.102	NaN	-0.066	1.373	1.912	-0.121	0.638	1.73	-0.069	0.675	0.856	1.501	0.157	1.261	1.024	-0.436	1.047	0.343	-0.747	-1.074	0.371	1.147	-0.223	-0.409	
9833	POLR1C|XPO5	polymerase (RNA) I polypeptide C, 30kDa|exportin 5	1.083	0.414	-0.702	0.582	0.328	-0.189	0.098	0.231	0.194	-0.094	-0.595	0.666	1.234	-0.091	1.075	0.266	NaN	0.222	-0.557	-1.141	0.103	0.443	0.139	-0.095	-0.334	0.032	0.333	NaN	NaN	0.044	0.519	-0.248	0.433	0.062	NaN	0.605	NaN	-0.879	-0.594	NaN	-0.709	NaN	-0.258	-0.435	0.189	NaN	0.35	0.815	NaN	0.98	0.626	0.441	0.081	0.537	-0.236	-0.026	0.07	NaN	-0.206	-0.44	NaN	0.181	0.198	-0.265	-0.372	NaN	-0.073	0.014	
9834	ITM2B	integral membrane protein 2B	-1.751	-0.986	0.536	-0.196	0.279	0.977	-0.961	-0.547	0.142	-0.449	-0.077	-1.291	-1.52	-0.597	0.152	-0.244	-0.774	-0.401	0.158	0.462	0.146	0.933	-0.519	-0.892	-0.509	-0.774	-0.517	-0.457	-0.625	-0.521	-0.36	-0.793	-0.726	0.389	NaN	-1.844	0.283	1.501	0.43	0.467	0.923	0.2	0.782	-0.75	-0.271	0.581	-1.063	-0.859	0.867	-0.568	-0.848	0.647	-1.199	-0.696	-0.135	0.0040	-0.171	0.379	1.359	1.269	-0.181	0.235	-0.612	1.26	1.094	1.237	-0.954	-0.881	
9835	PINK1	PTEN induced putative kinase 1	NaN	NaN	NaN	0.672	NaN	0.429	NaN	NaN	NaN	NaN	0.366	NaN	NaN	NaN	NaN	NaN	NaN	0.31	NaN	-0.215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.737	-0.018	NaN	0.375	NaN	NaN	NaN	NaN	NaN	0.782	NaN	-2.645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.575	NaN	NaN	-0.086	NaN	NaN	NaN	NaN	NaN	NaN	
9836	OCIAD1	OCIA domain containing 1	0.796	0.186	-0.591	0.525	0.675	0.772	0.044	0.383	0.66	0.58	0.486	0.741	0.983	0.196	0.758	0.117	-0.674	-0.176	0.435	0.052	-0.084	0.243	0.723	0.015	-0.131	0.149	-0.374	0.573	NaN	0.983	0.527	-0.192	-0.181	1.529	NaN	-0.235	0.57	-0.1	0.33	NaN	0.747	-0.294	0.424	-0.419	-0.173	-0.505	-0.529	0.248	0.274	0.812	-0.248	0.118	-0.762	0.279	0.258	-0.534	0.187	0.105	-0.051	0.074	-0.632	0.017	0.451	0.208	0.609	-0.046	-0.424	-0.602	
9837	AL049948|ZC3H15	|zinc finger CCCH-type containing 15	1.06	0.641	-0.867	0.325	0.995	0.285	-0.015	0.369	0.473	-0.096	-0.573	1.276	1.497	0.484	0.669	0.176	NaN	-0.031	-0.026	-0.0040	0.323	0.022	-0.358	0.878	-0.34	0.405	0.083	-0.135	NaN	0.928	0.074	0.238	0.131	0.297	NaN	1.655	NaN	-0.082	0.149	NaN	-0.312	0.611	0.029	0.305	-0.426	NaN	0.23	-0.04	NaN	0.589	0.049	-0.33	-0.119	0.512	-0.445	-0.285	0.218	0.166	-0.161	-0.051	NaN	0.961	0.277	0.307	-0.059	NaN	0.433	-0.355	
9838	TRAM1	translocation associated membrane protein 1	-1.454	-1.506	0.138	-0.702	-0.191	-0.238	-1.103	-0.325	-0.887	-0.29	0.664	-1.136	-0.812	-0.781	-0.043	-0.737	-1.274	0.179	0.548	0.486	-1.045	0.643	0.0090	-0.772	-1.152	-1.234	-0.629	-0.39	-1.489	-0.664	-1.086	1.047	0.094	-0.3	NaN	-1.653	0.248	-0.0060	0.852	NaN	-0.338	0.718	-0.825	-0.476	0.734	0.142	-0.854	-1.28	NaN	-0.387	-1.232	-1.004	-1.144	-0.941	-0.29	0.695	0.104	1.511	0.355	0.74	-0.898	0.312	-0.921	1.724	1.981	NaN	-0.823	-1.101	
